dir-name,additional_features,train/mae,train/mape,train/mse,train/rmse,train/acc,train/smooth_l1,val/mae,val/mape,val/mse,val/rmse,val/acc,val/smooth_l1,test/mae,test/mape,test/mse,test/rmse,test/acc,test/smooth_l1,note
ETH,log_return,42.83372116,0.033266615,6168.765625,74.14028931,0.524003625,42.5873642,31.0177803,0.019580251,2173.388916,45.73562241,0.542613626,30.76985359,63.40578461,0.022446932,8678.394531,91.36688995,0.553598464,63.15607834,
BTC,log_return,601.6590576,0.02518663,1095141,1007.869995,0.519927502,601.4093628,383.1635742,0.016103415,334658.5313,562.9274902,0.497537881,382.9135742,1087.089844,0.019764859,2454656.25,1548.550903,0.533901513,1086.839844,
