dir-name,additional_features,train/mae,train/mape,train/mse,train/rmse,train/acc,train/smooth_l1,val/mae,val/mape,val/mse,val/rmse,val/acc,val/smooth_l1,test/mae,test/mape,test/mse,test/rmse,test/acc,test/smooth_l1,note
ETH,log_return+momentum_stoch,42.40826035,0.032898225,5964.282715,73.09130096,0.548460126,42.16126251,31.31392097,0.01979333,2165.733398,45.71255875,0.5564394,31.06631279,62.82557678,0.022245886,8586.623047,90.92523956,0.59375,62.57573318,
BTC,log_return+next_yr_angle,571.6627197,0.02366291,998491.8125,952.1991577,0.535099626,571.4127197,382.8978271,0.016100524,333872,570.0578613,0.500189364,382.6483459,1080.712036,0.019700952,2435275.5,1543.473145,0.583333313,1080.462036,
