dir-name,additional_features,train/mae,train/mape,train/mse,train/rmse,train/acc,train/smooth_l1,val/mae,val/mape,val/mse,val/rmse,val/acc,val/smooth_l1,test/mae,test/mape,test/mse,test/rmse,test/acc,test/smooth_l1,note
ETH,,42.40826035,0.032898225,5964.282715,73.09130096,0.548460126,42.16126251,31.31392097,0.01979333,2165.733398,45.71255875,0.5564394,31.06631279,62.82557678,0.022245886,8586.623047,90.92523956,0.59375,62.57573318,
BTC,,597.3761597,0.025056947,1076800.75,999.5692749,0.533740938,597.1262817,382.6417236,0.016102877,331279.375,560.6027832,0.486553013,382.3917236,1086.310791,0.019759122,2472573.75,1553.624512,0.533901513,1086.060791,
