Date,Open,High,Low,Close,Adj Close,Volume
2020/8/11,2.85,3.5208,2.8433,3.2985,3.2985,1552384.78
2020/8/12,3.2985,3.9289,3.08,3.7558,3.7558,1737042.95
2020/8/13,3.75,4.1387,3.5003,3.73,3.73,1685759.24
2020/8/14,3.7207,3.7676,3.321,3.4099,3.4099,1474161.79
2020/8/15,3.4181,3.74,3.15,3.173,3.173,1070233.2
2020/8/16,3.173,3.4907,3.12,3.3885,3.3885,668106.53
2020/8/17,3.3885,3.3952,3.1,3.11,3.11,729413.64
2020/8/18,3.11,3.7092,2.8105,3.3407,3.3407,2713115.94
2020/8/19,3.334,3.49,2.8,2.8868,2.8868,1433243.76
2020/8/20,2.8962,3.445,2.8871,3.2038,3.2038,1277827.32
2020/8/21,3.2038,3.24,2.89,2.9317,2.9317,1131895.9
2020/8/22,2.9213,3.2,2.7431,3.0126,3.0126,1169417.78
2020/8/23,3.0224,3.4,3.0014,3.25,3.25,1198036.69
2020/8/24,3.2658,3.62,3.21,3.3405,3.3405,1315196.06
2020/8/25,3.3406,3.3654,3.0001,3.25,3.25,1149187.37
2020/8/26,3.2576,3.7999,3.1809,3.5684,3.5684,2290030.56
2020/8/27,3.5557,3.8575,3.2434,3.4501,3.4501,2412974.8
2020/8/28,3.4503,4.3091,3.4503,4.0063,4.0063,2581936.84
2020/8/29,4.007,4.1121,3.7748,3.9535,3.9535,1342844.2
2020/8/30,3.9531,4.7117,3.9,4.4309,4.4309,1815681.99
2020/8/31,4.4127,4.8865,4.1,4.7435,4.7435,1497129.12
2020/9/1,4.7432,4.9475,4.3,4.3397,4.3397,1267574.76
2020/9/2,4.3213,4.3506,3.66,4.17,4.17,2002058.36
2020/9/3,4.17,4.459,3.4772,3.5051,3.5051,3275612.26
2020/9/4,3.5062,3.8346,3.1739,3.5301,3.5301,2052197.24
2020/9/5,3.5301,3.6637,2.0926,2.6052,2.6052,4426267.38
2020/9/6,2.6119,3.18,2.2575,3.0941,3.0941,2898758.91
2020/9/7,3.0785,3.1983,2.38,2.9237,2.9237,2680083.17
2020/9/8,2.9237,2.9499,2.4,2.468,2.468,1626389.7
2020/9/9,2.468,3.8838,2.3821,3.6001,3.6001,6691121.99
2020/9/10,3.6107,3.875,3.304,3.4761,3.4761,4356890.66
2020/9/11,3.4707,3.5036,3.0316,3.3965,3.3965,2227636.94
2020/9/12,3.3967,3.47,3.1494,3.3316,3.3316,1161542.47
2020/9/13,3.3386,3.47,2.9838,3.2603,3.2603,2024779.41
2020/9/14,3.2656,3.5393,3.0752,3.2641,3.2641,3351649.61
2020/9/15,3.264,3.3249,2.8955,2.9295,2.9295,1698391.09
2020/9/16,2.9288,2.9293,2.4282,2.5327,2.5327,4886766.99
2020/9/17,2.5376,2.9389,2.36,2.8829,2.8829,4635747.31
2020/9/18,2.883,3.16,2.726,3.1144,3.1144,4169446.23
2020/9/19,3.1084,3.2545,2.9564,3.031,3.031,1586219.86
2020/9/20,3.0216,3.0319,2.7,2.8628,2.8628,1456628.58
2020/9/21,2.8628,3.0397,2.4689,2.7672,2.7672,3567879.31
2020/9/22,2.7571,3.0107,2.65,2.9082,2.9082,3416786.33
2020/9/23,2.9184,3.09,2.7001,2.8548,2.8548,2762150.96
2020/9/24,2.855,3.2571,2.7804,3.1433,3.1433,2983701.04
2020/9/25,3.1409,3.2766,2.9003,3.1937,3.1937,2447843.22
2020/9/26,3.185,3.25,3.03,3.1287,3.1287,1357018.72
2020/9/27,3.1292,3.1857,2.9819,3.1578,3.1578,983815.86
2020/9/28,3.1557,3.2109,2.908,2.9599,2.9599,1306134.15
2020/9/29,2.9549,3.027,2.8735,2.9505,2.9505,950875.56
2020/9/30,2.9447,2.9838,2.8228,2.8967,2.8967,722757.83
2020/10/1,2.8967,2.9889,2.65,2.8669,2.8669,1373061.59
2020/10/2,2.8667,2.8873,2.42,2.6232,2.6232,2788493.11
2020/10/3,2.6231,2.6708,2.5356,2.5439,2.5439,547025.23
2020/10/4,2.542,2.5898,2.42,2.5202,2.5202,765399.21
2020/10/5,2.5181,2.683,2.4561,2.6522,2.6522,912587.17
2020/10/6,2.6486,2.6604,2.13,2.174,2.174,1784025.33
2020/10/7,2.1721,2.4083,2.081,2.3005,2.3005,2087951.2
2020/10/8,2.3001,2.4569,2.0123,2.3638,2.3638,2759189.94
2020/10/9,2.3686,2.63,2.303,2.5314,2.5314,1878523.79
2020/10/10,2.5274,2.6056,2.3873,2.3999,2.3999,1278940.27
2020/10/11,2.3988,2.4607,2.3401,2.4227,2.4227,898764.08
2020/10/12,2.4228,2.7044,2.4132,2.5836,2.5836,2155387.01
2020/10/13,2.5826,2.5867,2.336,2.4062,2.4062,1951031.1
2020/10/14,2.4061,2.4424,2.2331,2.3107,2.3107,1125385.85
2020/10/15,2.3108,2.3485,2.1932,2.2682,2.2682,754909.09
2020/10/16,2.2648,2.269,2.1071,2.1398,2.1398,1546650.13
2020/10/17,2.1374,2.2462,2.1107,2.2053,2.2053,482249.55
2020/10/18,2.2031,2.2595,2.1763,2.215,2.215,478921.26
2020/10/19,2.2137,2.2148,2.05,2.0592,2.0592,909217.19
2020/10/20,2.0552,2.108,1.8401,1.885,1.885,1933167.04
2020/10/21,1.8873,2.11,1.8415,1.8887,1.8887,3222724.75
2020/10/22,1.8868,2.09,1.8481,1.9582,1.9582,1624778.09
2020/10/23,1.9566,1.9902,1.85,1.959,1.959,1559992.35
2020/10/24,1.9652,1.973,1.88,1.9142,1.9142,748093.83
2020/10/25,1.9175,1.9244,1.76,1.7926,1.7926,1365865.99
2020/10/26,1.7925,1.8685,1.6121,1.6799,1.6799,2021871.84
2020/10/27,1.6771,1.75,1.5906,1.711,1.711,2591095.37
2020/10/28,1.7084,1.7255,1.4508,1.518,1.518,3354618.28
2020/10/29,1.5166,1.5754,1.4148,1.4327,1.4327,1233628.05
2020/10/30,1.4328,1.4726,1.3163,1.4381,1.4381,1401628.09
2020/10/31,1.4383,1.558,1.4266,1.5497,1.5497,851989.58
2020/11/1,1.5497,1.6463,1.5137,1.608,1.608,960664.24
2020/11/2,1.6076,1.6432,1.4621,1.4738,1.4738,867738.07
2020/11/3,1.4729,1.484,1.4062,1.4118,1.4118,983164.88
2020/11/4,1.4123,1.4144,1.2733,1.3912,1.3912,2560523.86
2020/11/5,1.3895,1.4928,1.3,1.4007,1.4007,1598492.56
2020/11/6,1.403,1.9482,1.3946,1.9,1.9,3846546.9
2020/11/7,1.9069,2.4975,1.8276,2.0215,2.0215,8862610.63
2020/11/8,2.0264,2.2825,1.9608,2.1558,2.1558,4800345.92
2020/11/9,2.1515,2.1991,1.9456,2.0299,2.0299,3050443.52
2020/11/10,2.0383,2.3257,2.008,2.2661,2.2661,2119423.36
2020/11/11,2.2665,2.3,1.9673,2,2,1863686.19
2020/11/12,2,2.06,1.825,1.9089,1.9089,1522310.89
2020/11/13,1.9089,2.0808,1.8997,2.0141,2.0141,1595684.08
2020/11/14,2.0222,2.0374,1.869,1.9182,1.9182,1191847.42
2020/11/15,1.9204,2.218,1.9133,2.0407,2.0407,3348186.49
2020/11/16,2.039,2.37,1.9858,2.2626,2.2626,3192029.56
2020/11/17,2.2665,2.33,2.125,2.1998,2.1998,2311120.85
2020/11/18,2.1962,2.2173,2.0001,2.1153,2.1153,2054379.16
2020/11/19,2.1122,2.1848,2.0136,2.085,2.085,1391861.95
2020/11/20,2.0841,2.2387,2.0521,2.1033,2.1033,1589414.51
2020/11/21,2.0999,2.51,2.0351,2.3822,2.3822,2963489.5
2020/11/22,2.3825,2.4201,2.04,2.1514,2.1514,2448127.25
2020/11/23,2.161,2.3635,2.112,2.2786,2.2786,2094160.76
2020/11/24,2.2786,2.4731,2.1338,2.2823,2.2823,3534792.04
2020/11/25,2.2795,2.49,2.1703,2.2661,2.2661,3597681.61
2020/11/26,2.2653,2.3101,1.7212,1.9111,1.9111,6803274.72
2020/11/27,1.9117,2.04,1.7694,1.861,1.861,1802241.32
2020/11/28,1.8644,1.94,1.8016,1.8868,1.8868,1381390.77
2020/11/29,1.8858,1.947,1.85,1.9153,1.9153,862711.64
2020/11/30,1.9184,2.0182,1.9034,1.9665,1.9665,1094620.01
2020/12/1,1.9641,2.1404,1.9168,1.9738,1.9738,2102911.64
2020/12/2,1.9702,2.2098,1.9333,2.1209,2.1209,2203748.48
2020/12/3,2.119,2.2279,2.074,2.0967,2.0967,3182362.33
2020/12/4,2.0967,2.1123,1.836,1.8535,1.8535,1424943.39
2020/12/5,1.8507,1.983,1.82,1.9795,1.9795,1087998.4
2020/12/6,1.9795,1.9907,1.7956,1.8505,1.8505,1125736.37
2020/12/7,1.8515,1.899,1.8088,1.8272,1.8272,962743.7
2020/12/8,1.8301,1.8301,1.6211,1.6631,1.6631,2296665.59
2020/12/9,1.66,1.6777,1.5,1.6592,1.6592,2093499.32
2020/12/10,1.6599,1.6664,1.5395,1.5683,1.5683,1061425.89
2020/12/11,1.5739,1.5774,1.4328,1.4389,1.4389,1429080.75
2020/12/12,1.4368,1.5382,1.4366,1.4912,1.4912,1423640.73
2020/12/13,1.4909,1.7,1.4578,1.5701,1.5701,1749534.43
2020/12/14,1.5651,1.6253,1.5224,1.5946,1.5946,1503571.44
2020/12/15,1.594,1.8039,1.5875,1.7586,1.7586,3562068.86
2020/12/16,1.7577,1.7919,1.6025,1.7829,1.7829,3098111.32
2020/12/17,1.78,1.8064,1.6382,1.68,1.68,2528060.41
2020/12/18,1.6769,1.7077,1.6307,1.7014,1.7014,1127224.49
2020/12/19,1.6987,1.7677,1.6595,1.6707,1.6707,1332107.96
2020/12/20,1.6706,1.6889,1.521,1.5635,1.5635,1368277.59
2020/12/21,1.5605,1.62,1.49,1.5331,1.5331,1255345.17
2020/12/22,1.5354,1.5799,1.47,1.49,1.49,2035459.3
2020/12/23,1.49,1.5126,1.0301,1.198,1.198,4351555.9
2020/12/24,1.1987,1.3888,1.1652,1.3612,1.3612,1784967.07
2020/12/25,1.3641,1.4599,1.3417,1.4464,1.4464,1391332.89
2020/12/26,1.4488,1.4497,1.3118,1.3258,1.3258,912192.33
2020/12/27,1.324,1.417,1.2616,1.3037,1.3037,2170898.45
2020/12/28,1.3041,1.5223,1.2867,1.5172,1.5172,2158620.57
2020/12/29,1.5187,1.735,1.4388,1.6704,1.6704,4870104.61
2020/12/30,1.6734,1.6903,1.5235,1.535,1.535,2171296.28
2020/12/31,1.5337,1.5523,1.42,1.5073,1.5073,2169627.35
2021/1/1,1.5088,1.86,1.499,1.8421,1.8421,4421991.45
2021/1/2,1.8421,2,1.7116,1.7999,1.7999,5253819.62
2021/1/3,1.7998,2.38,1.7973,2.1779,2.1779,8318341.13
2021/1/4,2.1789,2.4989,1.86,2.4909,2.4909,7800814.8
2021/1/5,2.4911,2.5093,2.0621,2.1636,2.1636,6702006.99
2021/1/6,2.1636,2.189,1.9017,1.9414,1.9414,8451529.47
2021/1/7,1.9404,2.65,1.9214,2.3635,2.3635,30861006.23999999
2021/1/8,2.3655,3.8,2.175,3.2214,3.2214,29866396.67
2021/1/9,3.212,3.6998,2.93,3.3829,3.3829,9881188.65
2021/1/10,3.3734,3.7517,3.1556,3.449,3.449,5819813.51
2021/1/11,3.4455,3.5282,2.5795,3.1016,3.1016,8734261.68
2021/1/12,3.1016,3.88,3.058,3.6354,3.6354,7075911.68
2021/1/13,3.6354,3.637,3.2633,3.5242,3.5242,5123655.8
2021/1/14,3.5243,3.5955,3.1814,3.2921,3.2921,6422109.73
2021/1/15,3.2921,3.4489,2.9618,3.2475,3.2475,4812542.83
2021/1/16,3.2479,3.7081,3.2463,3.4247,3.4247,8562549.63
2021/1/17,3.4251,3.9876,3.3,3.8268,3.8268,8531899.81
2021/1/18,3.8243,4.17,3.6167,3.7868,3.7868,6226924.77
2021/1/19,3.7873,4.0498,3.6,3.6287,3.6287,4768719.77
2021/1/20,3.6288,3.7413,3.34,3.7166,3.7166,4801640.28
2021/1/21,3.7199,3.7411,2.9717,2.9899,2.9899,4385838.62
2021/1/22,2.9893,3.4992,2.5295,3.3352,3.3352,6481502.65
2021/1/23,3.3302,3.6,3.3056,3.5079,3.5079,2269454.7
2021/1/24,3.5018,3.79,3.4781,3.6278,3.6278,2457759.67
2021/1/25,3.6287,3.9928,3.4398,3.7038,3.7038,6791542.33
2021/1/26,3.7036,4.097,3.6478,4.041,4.041,6618303.9
2021/1/27,4.0418,4.0422,3.5114,3.675,3.675,2491757.82
2021/1/28,3.664,3.96,3.6,3.81,3.81,2055425.01
2021/1/29,3.8092,3.912,3.6,3.8293,3.8293,2992168.86
2021/1/30,3.8301,4.3179,3.7667,4.228,4.228,3944655.04
2021/1/31,4.228,4.805,4.154,4.2525,4.2525,5438870.48
2021/2/1,4.2568,4.617,4.1075,4.6148,4.6148,2097052.47
2021/2/2,4.6148,5.4026,4.4632,5.2331,5.2331,5278922.61
2021/2/3,5.243,5.783,5.0513,5.7311,5.7311,3977458.72
2021/2/4,5.7339,6.5426,5.5676,6.4085,6.4085,5609204.81
2021/2/5,6.4181,7.1438,6.4086,6.7005,6.7005,4235525.49
2021/2/6,6.7001,6.8181,5.7,6.1225,6.1225,5040208.25
2021/2/7,6.1219,6.8807,5.75,6.6976,6.6976,5111066.89
2021/2/8,6.6931,8.078,6.4554,7.855,7.855,6719103.19
2021/2/9,7.8651,8.4945,7.55,7.8005,7.8005,4803489.37
2021/2/10,7.8005,9.09,7.26,9.09,9.09,4419421.79
2021/2/11,9.0897,9.7425,8.72,9.2004,9.2004,5694878.77
2021/2/12,9.2058,9.93,9.0353,9.2,9.2,2867258.84
2021/2/13,9.2007,9.5117,8.658,8.7441,8.7441,3487478.68
2021/2/14,8.7448,9.23,8.5293,8.7158,8.7158,2889949.04
2021/2/15,8.7234,9.38,7.7,8.8516,8.8516,3424896.19
2021/2/16,8.866,9,7.9601,8.3002,8.3002,2257217.69
2021/2/17,8.3035,8.45,7.5182,8.2357,8.2357,3331645.44
2021/2/18,8.2412,9.32,8.23,8.9771,8.9771,2479859.19
2021/2/19,8.988,11.85,8.5257,11.4912,11.4912,7106323.06
2021/2/20,11.4845,11.8327,9.754,9.9869,9.9869,4731324.37
2021/2/21,9.9849,11.6707,9.8101,11.0753,11.0753,3694265.15
2021/2/22,11.0738,14.8,9.1,14.4191,14.4191,14711670.79999999
2021/2/23,14.4176,15.8888,11.47,15.2244,15.2244,24306320.76000001
2021/2/24,15.2389,18.2052,14.7917,17.1691,17.1691,10777544.74999998
2021/2/25,17.1745,17.69,13.6579,13.8442,13.8442,9520373.92
2021/2/26,13.8565,15.5083,13.1,13.5962,13.5962,8029513.17
2021/2/27,13.5864,14.8359,13.01,13.1916,13.1916,6232463.19
2021/2/28,13.1853,13.7739,11.417,13.0887,13.0887,7231344.75
2021/3/1,13.08,15.5469,13.0102,14.9855,14.9855,5511248.26
2021/3/2,14.9989,15.25,13.3544,13.9438,13.9438,4128426.11
2021/3/3,13.9546,14.738,13.7018,14.0742,14.0742,3277327.93
2021/3/4,14.0936,14.2737,12.736,13.0508,13.0508,2764372.37
2021/3/5,13.0649,13.0992,12.1251,12.5382,12.5382,2069391.25
2021/3/6,12.5507,13.31,11.9,13.0421,13.0421,3061674.23
2021/3/7,13.0443,14.014,12.7049,13.8174,13.8174,2999418.25
2021/3/8,13.8174,13.906,12.996,13.6028,13.6028,2116684.52
2021/3/9,13.608,14.9921,13.1985,14.839,14.839,2594490.9
2021/3/10,14.85,15.2118,14.0525,14.2048,14.2048,1943926.1
2021/3/11,14.2011,16.3222,13.67,16.031,16.031,4125742.57
2021/3/12,16.0519,16.5,14.0803,14.5597,14.5597,3678388.38
2021/3/13,14.5532,15.4072,13.8439,15.3033,15.3033,2632320.37
2021/3/14,15.2902,15.376,14.3399,14.4605,14.4605,1750244.94
2021/3/15,14.461,14.8214,13.6179,14.1577,14.1577,2020949.93
2021/3/16,14.1586,14.2933,13.1389,13.6392,13.6392,2501657.49
2021/3/17,13.6379,14.2685,13.0326,14.2018,14.2018,1703006.56
2021/3/18,14.1987,14.75,13.957,14.204,14.204,1576671.71
2021/3/19,14.2153,14.4883,13.8554,14.1552,14.1552,1461762.29
2021/3/20,14.1588,14.9793,14.09,14.1894,14.1894,1393209.56
2021/3/21,14.1788,14.3636,13.638,14.3372,14.3372,1191850.82
2021/3/22,14.3372,16.59,14.1697,14.7964,14.7964,5102991.54
2021/3/23,14.7962,15.227,14.0146,14.1552,14.1552,2004427.43
2021/3/24,14.1433,15.3719,13.5842,13.5973,13.5973,2317339.72
2021/3/25,13.5844,13.7329,12.47,12.9787,12.9787,2292323.1
2021/3/26,12.9789,14.7921,12.3043,14.7664,14.7664,2972281.77
2021/3/27,14.7751,16.8,14.7173,16.4589,16.4589,4053893.7
2021/3/28,16.4516,19.38,16.3049,18.0645,18.0645,7200727.49
2021/3/29,18.0645,19,17.6439,18.9504,18.9504,3064381.78
2021/3/30,18.9504,20.87,18.9105,19.0685,19.0685,3808354.1
2021/3/31,19.0645,19.8154,18,19.3861,19.3861,2784733.45
2021/4/1,19.3818,20.3583,18.7433,19.0443,19.0443,2229848.93
2021/4/2,19.0443,19.8003,18.345,19.7501,19.7501,1773300.55
2021/4/3,19.7513,23.8476,19.7228,22.5,22.5,6266319.5
2021/4/4,22.4672,25.5309,21.9867,23.7755,23.7755,5274539.83
2021/4/5,23.7755,24.78,22.7664,22.9717,22.9717,2821214.21
2021/4/6,22.9876,25.3,21.7554,25.0548,25.0548,3326493.23
2021/4/7,25.0548,27.5203,22.9078,26.5385,26.5385,7815658.63
2021/4/8,26.537,27.9951,25.6431,26.9384,26.9384,4209553.61
2021/4/9,26.9261,29,26.7097,27.6172,27.6172,3037133.3
2021/4/10,27.6194,28.2948,25.9017,26.8021,26.8021,2705997.06
2021/4/11,26.7993,28.649,25.5131,27.8517,27.8517,2517685.81
2021/4/12,27.8598,29.9295,26.8049,28.5424,28.5424,2842013.26
2021/4/13,28.5266,28.8162,26.2616,27.4507,27.4507,2275774.43
2021/4/14,27.4571,27.5613,24.7,26.4067,26.4067,3623963.28
2021/4/15,26.4182,28.2,25.4479,27.7816,27.7816,2146653.64
2021/4/16,27.7946,28.2571,24.8547,25.2996,25.2996,2673912.32
2021/4/17,25.2926,26.7914,24.8181,24.85,24.85,2442737.39
2021/4/18,24.8517,32.99,21.1,32.3358,32.3358,11699397.05000001
2021/4/19,32.3324,36.095,29.8066,31.4711,31.4711,12075270.90000001
2021/4/20,31.5303,32.8,28.81,31.7028,31.7028,7036100.92
2021/4/21,31.6939,35.1801,30.1101,32.5534,32.5534,6573325.1
2021/4/22,32.5965,41.1587,31.4586,38.9,38.9,13976198.94000002
2021/4/23,38.8718,41.74,31.4936,37.3893,37.3893,14267524.87000001
2021/4/24,37.3018,43.6397,34.5861,40.8401,40.8401,9722785.06
2021/4/25,40.8525,48.644,40.572,47.405,47.405,11964753.80099998
2021/4/26,47.395,48.499,43.267,43.878,43.878,11079170.60200001
2021/4/27,43.884,46.606,42.5,43.147,43.147,7101848.718
2021/4/28,43.147,46.962,40.516,44.833,44.833,7855066.319
2021/4/29,44.831,46.233,40.906,42.484,42.484,5805381.221
2021/4/30,42.452,44.313,41.21,42.786,42.786,3302673.311
2021/5/1,42.786,49.88,42.001,49.67,49.67,5804048.045
2021/5/2,49.646,49.99,45.904,46.897,46.897,3794411.245
2021/5/3,46.926,49,44.774,45.912,45.912,3686007.369
2021/5/4,45.935,47.81,42.26,42.636,42.636,4180557.381
2021/5/5,42.636,46,42.305,44.98,44.98,2772821.523
2021/5/6,44.965,44.98,42.55,43.496,43.496,2337263.012
2021/5/7,43.496,46.243,41.42,43.182,43.182,3259646.399
2021/5/8,43.154,46.65,42.275,45.612,45.612,2539093.011
2021/5/9,45.632,47.15,42.6,44.33,44.33,3095018.717
2021/5/10,44.33,45.89,39,42.854,42.854,2869549.017
2021/5/11,42.868,45.18,39.7,44.538,44.538,2758407.694
2021/5/12,44.579,49.243,42.18,43.709,43.709,7592760.128
2021/5/13,43.394,45.501,37.43,41.049,41.049,7162647.061
2021/5/14,41.051,44.897,39.901,42.7,42.7,3421838.277
2021/5/15,42.697,45.5,39.305,43.486,43.486,3357108.617
2021/5/16,43.462,52.6,41.602,46.85,46.85,13162867.42899999
2021/5/17,46.85,51.985,43.01,46.708,46.708,13839076.48
2021/5/18,46.747,58.38,46.051,55.977,55.977,12538546.7
2021/5/19,55.969,57.691,26.5,34.988,34.988,22259967.84900002
2021/5/20,34.987,53,32,44.42,44.42,17869805.90799998
2021/5/21,44.367,47.7,33.673,38.925,38.925,13740700.64100001
2021/5/22,38.925,40,31.134,31.222,31.222,10122098.00499998
2021/5/23,31.222,32.4,19.117,24.536,24.536,25787150.86
2021/5/24,24.53,32.19,24.496,31.416,31.416,15414302.32300001
2021/5/25,31.42,33.195,25.915,29.973,29.973,10300933.61
2021/5/26,29.985,37.25,28.858,35.43,35.43,10601343.23400003
2021/5/27,35.427,35.594,30.976,33.747,33.747,5698854.676
2021/5/28,33.761,34.551,28,28.989,28.989,6370726.751
2021/5/29,28.993,30.066,25.7,27.388,27.388,3911549.6
2021/5/30,27.407,29.781,25.586,28.588,28.588,3964240.919
2021/5/31,28.573,33.014,27.489,32.75,32.75,5173286.471
2021/6/1,32.759,33.285,29.852,30.938,30.938,4046865.202
2021/6/2,30.931,35.129,30.402,33.994,33.994,4549289.133
2021/6/3,33.994,41.523,33.736,39.602,39.602,7862225.094
2021/6/4,39.599,39.737,34.187,37.338,37.338,8825815.938
2021/6/5,37.356,42.787,36.982,39.633,39.633,8654823.195
2021/6/6,39.663,43.4,38.912,42.205,42.205,6151664.294
2021/6/7,42.2,44.2,37.8,38.235,38.235,8050031.335
2021/6/8,38.2,42.596,33.6,41.245,41.245,16902544.67499999
2021/6/9,41.245,44,39.291,42.032,42.032,10764252.94
2021/6/10,42.032,43.097,39.459,41.105,41.105,5155108.071
2021/6/11,41.091,41.376,35.074,36.157,36.157,4760990.078
2021/6/12,36.131,37.64,34.1,36.476,36.476,5196242.998
2021/6/13,36.492,39.442,34.72,38.706,38.706,4063329.112
2021/6/14,38.713,40.561,36.627,39.694,39.694,4590144.279
2021/6/15,39.7,41.741,39.154,39.536,39.536,3725999.561
2021/6/16,39.513,41.75,37.455,39.728,39.728,5055331.868
2021/6/17,39.73,41.264,38.211,39.265,39.265,3274621.978
2021/6/18,39.259,39.502,34.898,36.82,36.82,3777138.806
2021/6/19,36.802,37.318,34.901,35.19,35.19,2216638.028
2021/6/20,35.195,35.949,31.3,35.257,35.257,3938821.53
2021/6/21,35.248,35.499,25.925,26.59,26.59,8213916.627
2021/6/22,26.597,28.813,20.187,26.958,26.958,15788825.95599996
2021/6/23,26.957,32.9,25.626,30.837,30.837,11966311.25300003
2021/6/24,30.835,33,28.481,31.141,31.141,7214092.912
2021/6/25,31.144,32.989,27.949,28.641,28.641,7293143.176
2021/6/26,28.619,30.181,26.659,29.698,29.698,6492984.234
2021/6/27,29.691,31.95,29.186,31.897,31.897,5851211.914
2021/6/28,31.883,34.34,30.961,33.001,33.001,4996728.013
2021/6/29,33.018,35.837,32.665,33.97,33.97,4476285.792
2021/6/30,33.974,36,31.555,35.51,35.51,5361423.665
2021/7/1,35.51,35.567,32.17,33.271,33.271,4488924.899
2021/7/2,33.27,34.217,31.367,34,34,4324198.276
2021/7/3,34.001,35.406,33.217,34.498,34.498,3063406.141
2021/7/4,34.497,35.531,33.533,34.28,34.28,2972213.418
2021/7/5,34.278,34.49,32.37,32.908,32.908,3008984.082
2021/7/6,32.908,35.041,32.883,34.226,34.226,3289698.061
2021/7/7,34.221,38.1,33.82,36.673,36.673,4609258.553
2021/7/8,36.667,36.934,32.654,33.142,33.142,4495022.54
2021/7/9,33.134,34.46,31.976,33.315,33.315,2810263.602
2021/7/10,33.315,34.215,31.025,31.693,31.693,2838074.586
2021/7/11,31.716,32.568,31.3,32.182,32.182,1944815.804
2021/7/12,32.173,32.696,30.011,30.77,30.77,2251239.269
2021/7/13,30.77,31.096,28.81,29.136,29.136,1837132.436
2021/7/14,29.154,31.5,27.363,31.365,31.365,3434185.178
2021/7/15,31.365,31.485,27.975,28.545,28.545,3643011.529
2021/7/16,28.562,29.478,26.196,26.271,26.271,2923575.792
2021/7/17,26.269,27.836,25.979,26.802,26.802,2122389.101
2021/7/18,26.789,27.756,26.233,26.673,26.673,1727601.788
2021/7/19,26.679,26.71,23.975,24.509,24.509,3131177.977
2021/7/20,24.524,24.982,22.1,23.474,23.474,3555428.542
2021/7/21,23.484,27.461,22.8,26.7,26.7,4561993.007
2021/7/22,26.706,28.17,25.91,27.699,27.699,2643783.144
2021/7/23,27.7,28.713,26.385,28.516,28.516,3040520.321
2021/7/24,28.53,29.548,28.013,28.616,28.616,2678108.81
2021/7/25,28.626,28.898,26.5,28.248,28.248,2350991.534
2021/7/26,28.247,31.115,27.83,28.184,28.184,6221691.897
2021/7/27,28.183,28.95,26.893,28.103,28.103,3008374.757
2021/7/28,28.119,28.76,27.354,27.875,27.875,2329901.559
2021/7/29,27.891,31.888,27.319,31.235,31.235,3692050.445
2021/7/30,31.238,33.084,29.91,32.354,32.354,4970660.009
2021/7/31,32.354,37.004,31.653,36.744,36.744,4320145.537
2021/8/1,36.742,36.822,33.165,34.165,34.165,3490975.158
2021/8/2,34.178,35.95,33,33.167,33.167,3105881.294
2021/8/3,33.177,35.9,32.327,34.105,34.105,3490191.638
2021/8/4,34.094,36.658,33.236,35.76,35.76,2847838.669
2021/8/5,35.757,38.267,35.5,37.353,37.353,4059371.083
2021/8/6,37.354,40.4,35.611,39.525,39.525,3951317.574
2021/8/7,39.502,40.5,37.502,39.469,39.469,3561767.701
2021/8/8,39.454,39.549,36.896,37.65,37.65,2030535.723
2021/8/9,37.653,39.999,36.351,38.646,38.646,2128198.741
2021/8/10,38.646,41.678,38.183,40.64,40.64,2603195.665
2021/8/11,40.639,43.729,40.605,41.621,41.621,2512250.555
2021/8/12,41.619,43.401,39.316,41.102,41.102,2413664.412
2021/8/13,41.105,44.911,40.668,44.83,44.83,2281339.99
2021/8/14,44.859,44.874,42.727,44.14,44.14,1548818.722
2021/8/15,44.124,54.8,43.361,53.531,53.531,6264283.565
2021/8/16,53.515,69.132,52.269,62.016,62.016,15014364.92800002
2021/8/17,62.042,75.155,58.822,64.123,64.123,14953825.95
2021/8/18,64.135,80.5,59.722,72.663,72.663,15022132.45300002
2021/8/19,72.659,75.436,68.24,72.764,72.764,7819221.598
2021/8/20,72.8,80,70.873,78.643,78.643,5705076.722
2021/8/21,78.684,82,72.6,73.801,73.801,5131799.362
